"Seneste: Tid (s)";"Seneste: Position (m)";"Seneste: Hastighed (m/s)";"Seneste: Acceleration (m/s²)"
0,05;2,062116;0,0489727777778;-0,296642067901
0,1;2,06486;0,0352051388889;-0,383958858025
0,15;2,065203;0,0307556666667;-0,609094953704
0,2;2,0722345;-0,039445;-0,597640447531
0,25;2,0588575;-0,0666944444444;0,0580188734568
0,3;2,061087;-0,0156255555556;0,406317376543
0,35;2,0595435;0,00276305555556;0,225067283951
0,4;2,062116;0,00924194444444;-0,112004320988
0,45;2,0612585;-0,00905138888889;-0,541760030864
0,5;2,060744;-0,0310605555556;-1,20626959877
0,55;2,061087;-0,115667222222;-1,9681212963
0,6;2,052512;-0,272780277778;-1,53720108025
0,65;2,03399;-0,362913055556;0,508995061728
0,7;2,0098085;-0,296313888889;2,56752438272
0,75;1,9669335;0,244959166667;-2,07975509259
0,8;2,0742925;0,0150538888889;-14,6245566358
0,85;2,065889;-1,82847583333;-15,9041901235
0,9;1,8173855;-2,42196111111;-2,09166481481
0,95;1,7477565;-1,64925833333;5,97084660494
1;1,688246;-1,30806861111;4,68052083333
1,05;1,6287355;-1,1636275;1,48712731481
1,1;1,5793435;-1,25699972222;-0,526409722222
1,15;1,4966805;-1,2691;-1,16418858025
1,2;1,4562065;-1,34522694444;-1,88274182099
1,25;1,3697705;-1,53606833333;-1,1232720679
1,3;1,288994;-1,49224055556;0,218821296296
1,35;1,2205655;-1,44412527778;0,413611419753
1,4;1,147678;-1,43069111111;0,213157561728
1,45;1,079078;-1,44631666667;0,300283796296
1,5;1,0007025;-1,42392638889;0,747877623457
1,55;0,9327885;-1,33760472222;0,610412962963
1,6;0,8717345;-1,33217388889;-0,0740520061728
1,65;0,801934;-1,37190472222;-0,344746759259
1,7;0,7321335;-1,38095611111;0,215804166667
1,75;0,6645625;-1,39982111111;3,51336805556
1,8;0,592361;-1,41878138889;17,9053939815
1,85;0,5215315;-0,438087222222;45,2248675926
1,9;0,4512165;2,53086361111;69,2961100309
1,95;0,3781575;10,4667402778;24,2215166667
2;2,073092;8,87731638889;-78,2586259259
2,05;2,06829;-5,69856388889;-41,9583748457
2,1;0,1953385;0,843303611111;59,5089649691
2,15;2,0571425;9,24680361111;16,3073209877
2,2;2,056628;2,97171388889;-41,4959070988
2,25;2,0458235;0,791377222222;-34,2018638889
2,3;2,0331325;-0,395021666667;-19,3334490741
2,35;2,005864;-0,577383333333;-9,19377623457
2,4;1,9851125;-0,946870555556;-8,3929400463
2,45;1,9202855;-1,47880638889;-7,57683294753
2,5;1,826132;-1,7998925;-5,53857662037
2,55;1,7326645;-1,98849486111;-4,02548611111
2,6;1,621704;-2,12278888889;-3,13479768519
