"Seneste: Tid (s)";"Seneste: Position (m)";"Seneste: Hastighed (m/s)";"Seneste: Acceleration (m/s²)"
0,05;1,8050375;0,00533555555556;-0,0927158641975
0,1;1,805552;-0,000190555555556;-0,0471042746914
0,15;1,805209;-0,00520216666667;0,0610730555556
0,2;1,8046945;0,00323944444444;0,113983981481
0,25;1,8046945;0,0176263888889;-0,223331111111
0,3;1,804523;0,0404930555556;-1,60624570988
0,35;1,818586;-0,117001111111;-3,31529614198
0,4;1,798692;-0,402072222222;-2,72118626543
0,45;1,7710805;-0,468861944444;-1,0806087963
0,5;1,7474135;-0,521741111111;-0,193837345679
0,55;1,6798425;-0,0270588888889;-6,84893719136
0,6;1,8383085;-1,09740944444;-14,6427123457
0,65;1,5817445;-2,35612416667;-7,35856743827
0,7;1,499939;-1,8873575;1,81969969136
0,75;1,421049;-1,7673075;5,1235625
0,8;1,328096;-1,43688416667;7,42642638889
0,85;1,259496;-1,03252527778;7,31071682099
0,9;1,1704875;0,0999463888889;-5,65658873457
0,95;1,4376845;-1,56350833333;-18,085733642
1;1,0099635;-3,17093972222;-5,45084166667
1,05;0,9516535;-1,96815305556;5,90341111111
1,1;0,8820245;-1,74634638889;3,63341805556
1,15;0,7914725;-1,66335944444;0,69970941358
1,2;0,717899;-1,79570027778;-0,819071296296
1,25;0,6120835;-1,89221666667;0,977708796296
1,3;0,511756;-1,69508694444;3,43047638889
1,35;0,4446995;-1,53654472222;7,52228641975
1,4;0,3716405;-1,27243472222;17,6433800926
1,45;0,2855475;-0,259346111111;32,5668442901
1,5;0,192766;3,04193361111;26,9914533951
1,55;0,711039;4,16001833333;-7,77572530864
1,6;0,855785;1,00622861111;-21,7862695988
1,65;0,638323;0,437801388889;-8,34617453704
1,7;0,834176;0,961162222222;-4,66834645062
1,75;0,826973;0,267635277778;-5,58075820988
1,8;0,8274875;0,101566111111;-3,16452964506
1,85;0,8281735;0,00247722222222;-1,46818291667
1,9;0,8281735;0,00320133333333;-0,348541990741
1,95;0,828345;0,00195319444444;-0,100009907407
2;0,828345;0,000762222222222;-0,0219456481481
