"Seneste: Tid (s)";"Seneste: Position (m)";"Seneste: Hastighed (m/s)";"Seneste: Acceleration (m/s²)"
0,05;1,6777845;0,00285833333333;-0,0395085185185
0,1;1,677956;0,00142916666667;-0,055610462963
0,15;1,677956;-0,001372;-0,0734274074074
0,2;1,678299;-0,00714583333333;-0,104562067901
0,25;1,6770985;-0,0118144444444;-0,244006388889
0,3;1,674869;-0,00628833333333;-0,670310925926
0,35;1,6819005;-0,0682188888889;-1,13708734568
0,4;1,6757265;-0,244959166667;0,168006481481
0,45;1,6311365;0,0131483333333;-0,369677777778
0,5;1,6856735;0,0192461111111;-6,25673287037
0,55;1,6606345;-0,518311111111;-12,8411683642
0,6;1,672811;-1,69927916667;-10,6990063272
0,65;1,459808;-2,18424305556;1,49580817901
0,7;1,3725145;-1,30016055556;8,40699351852
0,75;1,3193495;-0,293455555556;-2,25162561728
0,8;1,4805595;-1,55493333333;-11,9065992284
0,85;1,1612265;-2,83584777778;2,76469645062
0,9;1,0679305;-1,50443611111;19,9682108025
0,95;0,997787;-0,121765;20,8461955247
1;0,946337;2,70674638889;-14,4171686728
1,05;1,6849875;-1,56246027778;-47,4920552469
1,1;0,784441;-5,75258638889;-15,9827942901
1,15;0,699034;-3,07604305556;17,7595660494
1,2;0,608825;-1,99330638889;18,6551242284
1,25;0,529249;-1,16839138889;12,9092919753
1,3;0,457219;-0,341761388889;-0,924935493827
1,35;0,606767;-1,38457666667;-9,57562839506
1,4;0,3225915;-2,454165;4,34503719136
1,45;0,244902;-1,41268361111;30,5283233025
1,5;0,1812755;0,515071666667;56,7801564815
1,55;0,1963675;4,33513888889;72,1939307099
1,6;0,417431;10,7269438889;30,741904321
1,65;1,686188;9,54597583333;-46,9762637037
1,7;1,676584;2,71208194444;-66,3103320833
1,75;1,659091;0,434180833333;-36,9923329784
1,8;1,6434845;-0,205571333333;-14,8612213426
1,85;1,6438275;-0,219758194444;-4,6392920216
1,9;1,6239335;-0,303173888889;-1,97878182099
