"Seneste: Tid (s)";"Seneste: Position (m)";"Seneste: Hastighed (m/s)";"Seneste: Acceleration (m/s²)"
0,05;2,060401;-0,0792711111111;0,894457191358
0,1;2,0557705;-0,0412076388889;0,842456697531
0,15;2,051826;0,0209801666667;0,325484768519
0,2;2,0564565;0,0824152777778;-1,61169242284
0,25;2,0729205;-0,100994444444;-4,00119557099
0,3;2,0554275;-0,4639075;-3,06361459877
0,35;2,019927;-0,614446388889;1,82949212963
0,4;1,9789385;-0,420175;8,07246265432
0,45;1,926288;0,635312222222;4,66744660494
0,5;2,0787515;0,772988611111;-11,3392200617
0,55;2,0893845;-0,5290775;-25,8644231481
0,6;2,0923;-3,05708277778;-18,819425463
0,65;1,6033535;-2,63481166667;-5,6339337963
0,7;1,873466;-2,6951225;-6,43638441358
0,75;1,4136745;-3,88371277778;1,62332160494
0,8;1,3327265;-2,56182888889;8,84013688272
0,85;1,2239955;-2,36022111111;5,4966808642
0,9;1,1063465;-2,15851805556;3,48647854938
0,95;1,000531;-2,04380361111;1,15598410494
1;0,9019185;-1,95062194444;-1,82880401235
1,05;0,8319465;-2,28942972222;-3,27078024691
1,1;0,669879;-2,56449666667;0,391379938272
1,15;0,539539;-2,2234975;4,51288487654
1,2;0,4567045;-1,98196833333;8,63555432099
1,25;0,3517465;-1,83867055556;25,817154784
1,3;0,2587935;-0,422461666667;59,7137063272
1,35;0,1877925;3,36502055556;95,9505976852
1,4;0,1967105;13,1052677778;57,7962939815
1,45;2,034676;13,1662455556;-49,8681242284
1,5;2,0237;3,96479416667;-86,0918354938
1,55;2,0245575;0,821866111111;-51,2291355247
1,6;2,004835;-0,291359444444;-20,424337284
1,65;1,991115;-0,310986666667;-4,84464209877
1,7;1,9765375;-0,370097;-1,4027112037
1,75;1,952699;-0,397213055556;-0,354772098765
1,8;1,934177;-0,389686111111;-0,0774714197531
